-1.05345,6.04444,-3.57130,-2.79807,1
4.35263,8.72794,-5.54533,-3.33503,0
4.01867,3.92545,-0.94336,0.81326,0
0.89855,8.69949,-2.30402,-4.62202,0
1.48096,7.94051,-1.43129,-3.55665,0
-0.99621,3.29713,-2.98979,-6.16673,1
0.50991,-0.84038,6.41909,0.85426,0
8.12045,6.69105,-7.64179,-0.87494,0
-1.47132,2.78214,-2.04514,-3.77994,1
0.04342,2.07265,5.99163,-0.47736,0
2.52803,7.71819,-1.07065,-0.54582,0
-1.60238,1.14870,-0.23825,-0.62083,1
3.45509,5.29800,-2.63588,-0.08741,0
-2.03058,12.81157,0.44910,-6.18529,0
0.53967,10.15588,0.83626,-4.20832,0
-3.94228,4.39905,0.62880,-1.74876,1
3.34175,-6.21614,3.79148,-0.54075,0
-5.28238,-14.30041,17.48302,-3.06319,1
-0.52279,5.11487,-3.39168,-4.63596,1
-1.69310,-1.52047,1.69372,1.61833,1
-1.35817,-9.11618,6.97414,0.26759,1
1.40742,7.04397,0.62045,-1.24750,0
0.58562,9.60779,-0.79481,-5.18212,0
-2.89682,-7.49720,9.99775,-1.78319,1
-1.13958,10.28156,0.38900,-3.93463,0
-4.03381,-8.21818,12.17626,-0.17437,1
5.37022,1.50093,1.23884,2.39395,0
-0.11817,1.15540,-0.45129,0.88109,1
-0.77565,5.67739,-2.70061,-3.63420,1
-2.13663,-7.82630,6.38463,-0.82342,1
4.78937,-5.49744,-0.50973,1.48896,0
1.23959,3.98536,0.62862,-0.73950,0
-0.74557,11.67853,-1.52477,-6.30489,0
-3.27979,9.27127,2.47019,-4.42946,0
-1.06416,0.41568,0.81009,-0.19300,1
0.59250,6.95107,17.13538,7.46990,0
3.20536,10.51407,-2.17818,-13.02986,0
0.98487,0.04396,2.48424,-0.14889,0
-2.52824,11.98880,2.09120,-7.32265,0
-4.85110,-19.04693,0.72278,-13.07764,1
1.74110,10.16313,-1.38598,-4.55769,0
2.14224,-0.99666,6.70315,-0.10913,0
-0.02937,-1.09999,-0.23419,-0.08646,1
-1.23885,-2.90961,5.52284,-1.37726,0
12.38271,-4.77666,0.69719,1.72461,1
1.78227,-4.89703,6.00270,-1.51652,0
-1.83514,7.99411,1.66695,-3.54060,0
0.37863,6.69978,0.82222,-0.83513,0
3.21867,6.52459,-1.43873,-0.59070,0
3.21501,5.04229,-0.50231,-0.84039,0
0.61470,10.12566,-0.84042,-5.39714,0
-0.55107,0.82343,-0.35422,-0.79678,1
3.09877,9.47780,-4.76286,-3.92726,0
0.79717,0.53811,-1.36570,-0.46183,1
3.19400,1.43509,2.39024,1.23259,0
-0.17107,0.49044,-1.21390,0.43727,1
2.12979,3.37185,1.47650,0.31345,0
-2.73684,-11.73352,12.19205,-2.40270,1
-0.33397,3.61411,5.26241,0.33702,0
3.04026,5.42252,-1.15974,0.10975,0
2.11874,-6.16764,8.12019,-0.05096,0
0.08372,0.92823,-1.85179,0.83574,1
-0.38765,3.98747,-3.14618,-5.39927,1
0.60191,-3.72349,5.34188,-1.48081,0
1.65807,0.44137,1.89538,-0.28130,0
-2.14853,-2.34959,3.47019,1.57568,1
3.96246,3.89066,-0.19765,1.34079,0
-2.08881,-7.33242,8.59116,0.84844,1
-2.99961,4.28425,-0.95380,-4.14486,1
0.72476,7.80621,-0.16526,-1.37385,0
2.05335,8.36242,-4.98796,-4.63314,0
1.01046,-2.45168,5.15952,0.44371,0
5.35463,2.89243,-1.91241,0.68820,0
2.24121,4.26934,1.18117,0.36929,0
2.12713,7.67692,-0.50341,-1.45130,0
-0.93016,0.92646,-1.69464,0.44381,1
0.28002,-2.24864,5.67948,-0.41564,0
-0.23341,5.07082,-3.97808,-4.33548,1
-0.87595,1.86635,-1.67723,0.02019,1
3.85595,0.90756,2.93852,2.05837,0
-2.78436,-7.83659,7.21415,-0.83113,1
4.26896,-3.66163,5.73947,-0.34421,0
2.65313,9.56189,-3.05080,-1.95099,0
4.48353,9.05594,-1.97171,-2.49509,0
-2.59213,4.89396,-0.56170,-2.16202,1
2.89918,1.91479,0.80948,0.50612,0
-1.97039,8.41386,3.36377,-1.78383,0
2.77345,0.52604,3.18615,0.96827,0
-2.43312,-12.43950,12.34858,-0.76354,1
-1.59177,-0.20719,1.51693,0.03389,1
0.80995,0.10318,-2.87184,0.50997,1
-0.37491,2.91268,-3.40889,-0.90529,1
-0.39240,-5.28801,3.93842,1.16957,1
2.32308,-1.35372,5.40613,1.69294,0
3.61736,3.25043,1.08833,0.85590,0
5.60979,7.74313,-2.18355,-0.81477,0
-0.21841,-3.30526,1.42661,1.07025,1
-1.05919,0.25204,0.22132,-0.24885,1
0.94031,-0.11029,-1.53749,-0.27406,1
-0.12644,1.97981,-1.45622,-0.38420,1
2.38332,-1.32258,3.63919,-0.08858,0
2.71095,12.38475,-0.44239,-3.34282,0
1.76520,10.68718,-1.76716,-5.49841,0
-1.39568,-1.50794,0.10039,1.28862,1
-1.14094,0.97236,-1.14129,-0.36631,1
2.62079,3.71252,2.20254,0.68133,0
2.80511,1.80956,3.28067,0.97694,0
-2.11768,0.45139,0.20132,-0.78311,1
-4.33619,-9.39095,14.59013,-1.10117,1
4.15543,7.52315,-3.24762,0.12884,0
1.64015,10.62366,-0.96335,-4.41288,0
1.82497,5.56302,-6.65655,-5.33105,1
3.78035,9.18167,-5.04465,-2.91414,0
3.23539,-3.70888,8.55011,0.34920,0
-4.05750,-15.45315,16.53447,-2.52528,1
-2.03708,11.10944,1.15917,-2.42625,0
1.32426,-0.03995,-1.59426,-0.34174,1
2.00217,-6.59986,4.95668,-1.61574,0
4.45524,4.71579,-0.64525,0.61687,0
