-6.43120,-14.98305,21.24526,-2.25841,1
-2.40506,-11.09181,11.34840,-2.17832,1
6.30685,1.00268,-1.57149,1.27425,0
-2.70411,-4.61006,5.83068,0.21723,1
1.57445,-0.57206,-1.76154,0.99904,1
-2.11876,-6.58573,7.12164,-0.32278,1
-2.42191,-2.36090,2.10709,0.47733,1
-2.00710,-7.77851,7.11456,-0.47825,1
-2.42813,3.52140,-0.39110,-2.24589,1
0.30306,4.26471,-3.72743,-3.11546,1
3.02469,-1.74847,3.48589,0.52362,0
4.80727,10.48047,-1.39747,-3.08918,0
-1.01992,8.07475,1.12038,-2.04037,0
2.43014,8.18921,-1.42604,-0.62749,0
0.47197,6.38368,1.29321,0.13575,0
-2.91305,0.17608,0.53532,-0.45998,1
1.61300,-0.77395,1.70242,0.63862,0
4.01060,-5.62677,1.96358,-0.32915,0
-1.89090,6.05612,-3.08146,-4.21784,1
-5.76393,-11.18480,16.63998,-2.19101,1
-2.02672,2.52465,-0.65108,-1.70013,1
4.49930,-4.79507,4.48582,-0.84274,0
-2.66460,-7.76098,9.36343,0.01378,1
3.86035,3.23719,1.11951,0.42851,0
-4.32128,9.42323,2.42050,-2.37091,0
4.17980,0.58836,0.61388,1.10521,0
-0.22369,0.85261,-0.55957,0.12108,1
-1.14603,-0.99849,2.30359,1.39524,1
-2.77323,-0.29684,0.41285,0.12790,1
2.33239,3.92306,1.18183,-0.68424,0
-2.58637,-3.41681,5.63732,0.70056,1
-0.80390,2.20131,-2.23652,-1.11989,1
4.04017,2.99577,0.95413,1.46746,0
3.81332,6.85135,-0.97400,-0.84620,0
6.56331,0.38221,0.38496,1.12645,0
3.88369,1.79780,-0.80819,0.24951,0
-1.64265,-4.87380,5.61170,-0.56034,1
1.66986,-2.32574,4.77111,-0.42662,0
1.75144,2.66105,-3.82884,-0.37096,1
1.16287,4.18152,1.48033,0.13681,0
1.33135,6.32674,0.19228,-0.01229,0
-1.52333,1.57287,-0.61923,-0.37435,1
-0.01647,10.68674,-2.26342,-4.15186,0
3.13357,3.86563,1.33016,0.54018,0
1.53985,3.44254,1.05737,-0.06021,0
0.63885,-6.60715,4.37452,1.89716,1
0.79575,3.29982,-4.16977,-4.54362,1
-4.54353,-9.75345,15.04591,-0.94582,1
3.77331,-2.73355,2.19062,0.00152,0
-1.57812,1.15093,-3.61934,-1.07101,1
-0.56016,11.22574,-1.19594,-4.65010,0
-0.52750,-2.64390,6.21525,-0.52577,0
0.41808,8.56269,-0.21361,-3.11425,0
